,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP.1,PTS.1,TRB.1,AST.1,Year
44,45,Vernon Macklin,"Dec 28, '11, DET vs. CLE",25,1,23,135,19,35,0,0,8,14,14,34,5,4,4,3,9,46,0.543,,0.571,5.9,2.0,1.5,0.2,2012
45,46,E'Twaun Moore,"Dec 25, '11, BOS @ NYK",22,1,38,331,43,113,17,45,7,7,4,33,34,11,3,21,33,110,0.381,0.378,1.0,8.7,2.9,0.9,0.9,2012
46,47,Darius Morris,"Jan 11, '12, LAL @ UTA",21,1,19,169,18,42,4,9,6,9,2,16,21,2,0,19,16,46,0.429,0.444,0.667,8.9,2.4,0.8,1.1,2012
47,48,Marcus Morris,"Dec 26, '11, HOU @ ORL",22,1,17,126,16,54,2,17,6,8,5,16,3,2,2,4,12,40,0.296,0.118,0.75,7.4,2.4,0.9,0.2,2012
48,49,Markieff Morris,"Dec 26, '11, PHO vs. NOH",22,1,63,1227,174,436,43,124,76,106,69,279,65,41,42,70,179,467,0.399,0.347,0.717,19.5,7.4,4.4,1.0,2012
49,50,Daniel Orton,"Jan 27, '12, ORL @ NOH",21,1,16,187,17,30,0,1,11,25,19,39,5,8,9,7,30,45,0.567,0.0,0.44,11.7,2.8,2.4,0.3,2012
50,51,Jeremy Pargo,"Dec 26, '11, MEM @ SAS",25,1,44,424,50,150,10,38,16,27,12,37,55,15,0,46,46,126,0.333,0.263,0.593,9.6,2.9,0.8,1.3,2012
51,52,Chandler Parsons,"Dec 29, '11, HOU vs. SAS",23,1,63,1804,248,549,60,178,43,78,90,300,134,73,29,81,142,599,0.452,0.337,0.551,28.6,9.5,4.8,2.1,2012
52,53,Ryan Reid,"Feb 14, '12, OKC vs. UTA",25,1,5,17,4,5,0,0,0,0,1,2,0,0,0,1,1,8,0.8,,,3.4,1.6,0.4,0.0,2012
53,54,Ricky Rubio,"Dec 26, '11, MIN vs. OKC",21,1,41,1404,139,389,32,94,126,157,21,171,336,91,8,131,97,436,0.357,0.34,0.803,34.2,10.6,4.2,8.2,2012
54,55,Walker Russell,"Jan 20, '12, DET vs. MEM",29,1,28,357,33,95,4,13,14,22,7,26,58,18,1,33,29,84,0.347,0.308,0.636,12.8,3.0,0.9,2.1,2012
55,56,Josh Selby,"Dec 28, '11, MEM vs. OKC",20,1,28,237,25,72,2,15,11,14,2,15,30,7,0,29,17,63,0.347,0.133,0.786,8.5,2.3,0.5,1.1,2012
56,57,Iman Shumpert,"Dec 25, '11, NYK vs. BOS",21,1,59,1705,214,534,48,157,87,109,42,186,164,101,8,111,173,563,0.401,0.306,0.798,28.9,9.5,3.2,2.8,2012
57,58,Xavier Silas,"Apr 25, '12, PHI @ MIL",24,1,2,39,4,15,1,6,2,3,2,4,3,0,0,3,5,11,0.267,0.167,0.667,19.5,5.5,2.0,1.5,2012
58,59,Chris Singleton,"Dec 26, '11, WAS vs. NJN",22,1,66,1431,116,312,44,127,30,44,43,233,49,70,30,38,176,306,0.372,0.346,0.682,21.7,4.6,3.5,0.7,2012
59,60,Donald Sloan,"Jan 11, '12, ATL @ IND",24,1,33,669,79,198,2,25,23,30,18,67,105,13,3,49,37,183,0.399,0.08,0.767,20.3,5.5,2.0,3.2,2012
60,61,Greg Smith,"Feb 19, '12, HOU vs. UTA",21,1,8,69,7,11,0,0,0,0,5,20,1,2,5,1,17,14,0.636,,,8.6,1.8,2.5,0.1,2012
61,62,Jerry Smith,"Mar 16, '12, NJN @ ORL",24,1,5,46,3,14,1,6,0,0,2,7,4,5,0,0,5,7,0.214,0.167,,9.2,1.4,1.4,0.8,2012
62,63,Nolan Smith,"Dec 26, '11, POR vs. PHI",23,1,44,541,67,180,13,45,20,28,17,56,62,18,3,42,55,167,0.372,0.289,0.714,12.3,3.8,1.3,1.4,2012
63,64,Greg Stiemsma,"Dec 28, '11, BOS @ NOH",26,1,55,766,66,121,0,0,29,41,48,177,28,37,85,33,144,161,0.545,,0.707,13.9,2.9,3.2,0.5,2012
64,65,Julyan Stone,"Jan 11, '12, DEN vs. NJN",23,1,22,179,13,31,2,11,8,11,5,25,37,8,6,11,18,36,0.419,0.182,0.727,8.1,1.6,1.1,1.7,2012
65,66,Isaiah Thomas,"Dec 26, '11, SAC vs. LAL",22,1,65,1656,256,571,83,219,154,185,48,168,266,53,8,105,121,749,0.448,0.379,0.832,25.5,11.5,2.6,4.1,2012
66,67,Lance Thomas,"Dec 28, '11, NOH vs. BOS",23,1,42,630,57,126,0,1,52,62,49,126,12,10,7,24,78,166,0.452,0.0,0.839,15.0,4.0,3.0,0.3,2012
67,68,Malcolm Thomas,"Jan 13, '12, SAS vs. POR",23,1,3,15,0,3,0,0,1,2,1,3,1,1,1,0,0,1,0.0,,0.5,5.0,0.3,1.0,0.3,2012
68,69,Trey Thompkins,"Dec 28, '11, LAC @ SAS",21,1,24,119,24,61,4,13,5,7,4,24,3,3,3,6,10,57,0.393,0.308,0.714,5.0,2.4,1.0,0.1,2012
69,70,Klay Thompson,"Dec 25, '11, GSW vs. LAC",21,1,66,1608,318,718,111,268,79,91,24,161,133,49,20,103,155,826,0.443,0.414,0.868,24.4,12.5,2.4,2.0,2012
70,71,Mychel Thompson,"Jan 4, '12, CLE @ TOR",23,1,5,95,7,24,4,11,0,0,0,5,7,2,1,5,8,18,0.292,0.364,,19.0,3.6,1.0,1.4,2012
71,72,Tristan Thompson,"Dec 26, '11, CLE vs. TOR",20,1,60,1424,194,442,0,2,106,192,187,389,27,27,62,81,134,494,0.439,0.0,0.552,23.7,8.2,6.5,0.5,2012
72,73,Jeremy Tyler,"Dec 25, '11, GSW vs. LAC",20,1,42,568,88,209,0,1,29,52,54,140,16,16,20,36,84,205,0.421,0.0,0.558,13.5,4.9,3.3,0.4,2012
73,74,Edwin Ubiles,"Mar 21, '12, WAS @ NJN",25,1,4,52,5,18,1,5,3,3,2,10,1,1,1,1,1,14,0.278,0.2,1.0,13.0,3.5,2.5,0.3,2012
74,75,Jan Veselý,"Jan 8, '12, WAS vs. MIN",21,1,57,1078,117,218,0,1,33,62,101,249,47,39,32,60,156,267,0.537,0.0,0.532,18.9,4.7,4.4,0.8,2012
75,76,Nikola Vučević,"Dec 28, '11, PHI @ PHO",21,1,51,812,131,291,3,8,18,34,88,246,31,20,34,33,111,283,0.45,0.375,0.529,15.9,5.5,4.8,0.6,2012
76,77,Kemba Walker,"Dec 26, '11, CHA vs. MIL",21,1,66,1792,281,767,69,226,168,213,30,234,289,60,20,119,79,799,0.366,0.305,0.789,27.2,12.1,3.5,4.4,2012
77,78,Derrick Williams,"Dec 26, '11, MIN vs. OKC",20,1,66,1418,205,498,37,138,136,195,77,311,38,30,31,77,95,583,0.412,0.268,0.697,21.5,8.8,4.7,0.6,2012
78,79,Elliot Williams,"Dec 27, '11, POR vs. SAC",22,1,24,149,37,74,8,27,6,18,7,19,6,6,3,5,18,88,0.5,0.296,0.333,6.2,3.7,0.8,0.3,2012
79,80,Jordan Williams,"Jan 2, '12, NJN vs. IND",21,1,43,635,77,152,0,0,43,66,66,156,11,21,15,23,61,197,0.507,,0.652,14.8,4.6,3.6,0.3,2012
80,81,Chris Wright,"Dec 31, '11, GSW vs. PHI",23,1,24,186,23,45,0,0,24,31,19,45,4,7,13,8,22,70,0.511,,0.774,7.8,2.9,1.9,0.2,2012
0,1,Quincy Acy,"Nov 7, '12, TOR @ DAL",22,1,29,342,42,75,1,2,31,38,30,77,11,13,15,17,53,116,0.56,0.5,0.816,11.8,4.0,2.7,0.4,2013
1,2,Josh Akognon,"Apr 10, '13, DAL vs. PHO",26,1,3,9,2,4,1,2,0,0,0,1,1,0,0,0,3,5,0.5,0.5,,3.0,1.7,0.3,0.3,2013
2,3,Harrison Barnes,"Oct 31, '12, GSW @ PHO",20,1,81,2058,276,628,52,145,144,190,53,333,98,52,14,101,140,748,0.439,0.359,0.758,25.4,9.2,4.1,1.2,2013
3,4,Will Barton,"Nov 2, '12, POR @ OKC",22,1,73,894,118,309,9,65,50,65,36,145,58,34,9,60,56,295,0.382,0.138,0.769,12.2,4.0,2.0,0.8,2013
4,5,Aron Baynes,"Jan 25, '13, SAS @ DAL",26,1,16,141,18,36,0,1,7,12,12,32,5,1,6,11,23,43,0.5,0.0,0.583,8.8,2.7,2.0,0.3,2013
5,6,Kent Bazemore,"Nov 9, '12, GSW @ LAL",23,1,61,267,43,116,10,34,27,44,5,22,22,17,4,18,27,123,0.371,0.294,0.614,4.4,2.0,0.4,0.4,2013
6,7,Bradley Beal,"Oct 30, '12, WAS @ CLE",19,1,56,1745,282,687,91,236,125,159,43,211,137,50,29,90,113,780,0.41,0.386,0.786,31.2,13.9,3.8,2.4,2013
7,8,Patrick Beverley,"Jan 15, '13, HOU vs. LAC",24,1,41,713,79,189,36,96,34,41,45,109,117,37,21,44,83,228,0.418,0.375,0.829,17.4,5.6,2.7,2.9,2013
8,9,Victor Claver,"Nov 3, '12, POR @ HOU",24,1,49,812,74,189,25,87,14,30,31,119,43,26,12,43,75,187,0.392,0.287,0.467,16.6,3.8,2.4,0.9,2013
9,10,Chris Copeland,"Nov 2, '12, NYK vs. MIA",28,1,56,862,182,380,59,140,63,83,34,119,27,16,12,50,104,486,0.479,0.421,0.759,15.4,8.7,2.1,0.5,2013
10,11,Jae Crowder,"Oct 30, '12, DAL @ LAL",22,1,78,1353,141,367,63,192,47,73,35,187,94,63,17,49,128,392,0.384,0.328,0.644,17.3,5.0,2.4,1.2,2013
11,12,Jared Cunningham,"Oct 31, '12, DAL @ UTA",21,1,8,26,6,14,2,3,2,2,1,3,1,1,0,2,3,16,0.429,0.667,1.0,3.3,2.0,0.4,0.1,2013
12,13,Anthony Davis,"Oct 31, '12, NOH vs. SAS",19,1,64,1846,349,676,0,6,169,225,165,522,63,75,112,89,158,867,0.516,0.0,0.751,28.8,13.5,8.2,1.0,2013
13,14,Nando De Colo,"Nov 3, '12, SAS vs. UTA",25,1,72,920,105,241,31,82,35,44,23,138,138,41,6,81,87,276,0.436,0.378,0.795,12.8,3.8,1.9,1.9,2013
14,15,Andre Drummond,"Oct 31, '12, DET vs. HOU",19,1,60,1243,208,342,1,2,59,159,169,457,30,59,95,57,144,476,0.608,0.5,0.371,20.7,7.9,7.6,0.5,2013
15,16,Kim English,"Oct 31, '12, DET vs. HOU",24,1,41,407,42,112,14,50,21,29,8,37,26,16,3,19,46,119,0.375,0.28,0.724,9.9,2.9,0.9,0.6,2013
16,17,Festus Ezeli,"Oct 31, '12, GSW @ PHO",23,1,78,1120,74,169,0,0,43,81,141,313,22,23,74,63,157,191,0.438,,0.531,14.4,2.4,4.0,0.3,2013
17,18,Evan Fournier,"Oct 31, '12, DEN @ PHI",20,1,38,428,75,152,22,54,30,39,6,35,44,19,1,32,65,202,0.493,0.407,0.769,11.3,5.3,0.9,1.2,2013
18,19,Joel Freeland,"Nov 2, '12, POR @ OKC",25,1,51,477,58,142,0,0,18,27,40,119,13,13,11,19,67,134,0.408,,0.667,9.4,2.6,2.3,0.3,2013
19,20,Diante Garrett,"Nov 5, '12, PHO @ MIA",24,1,19,149,16,49,3,15,5,10,5,15,31,10,0,16,5,40,0.327,0.2,0.5,7.8,2.1,0.8,1.6,2013
20,21,Draymond Green,"Oct 31, '12, GSW @ PHO",22,1,79,1061,84,257,14,67,45,55,58,260,53,42,25,51,159,227,0.327,0.209,0.818,13.4,2.9,3.3,0.7,2013
21,22,Ben Hansbrough,"Nov 5, '12, IND @ SAS",25,1,28,200,15,45,6,23,21,27,2,18,21,7,2,18,23,57,0.333,0.261,0.778,7.1,2.0,0.6,0.8,2013
22,23,Maurice Harkless,"Nov 7, '12, ORL @ MIN",19,1,76,1974,260,564,32,117,73,128,122,335,50,88,62,69,144,625,0.461,0.274,0.57,26.0,8.2,4.4,0.7,2013
23,24,John Henson,"Nov 7, '12, MIL vs. MEM",22,1,63,827,162,336,0,3,56,105,116,297,31,19,42,47,83,380,0.482,0.0,0.533,13.1,6.0,4.7,0.5,2013
24,25,Justin Holiday,"Apr 3, '13, PHI @ CHA",23,1,9,142,16,48,4,16,6,8,0,14,15,3,6,9,7,42,0.333,0.25,0.75,15.8,4.7,1.6,1.7,2013
25,26,Bernard James,"Oct 31, '12, DAL @ UTA",27,1,46,457,53,103,0,2,25,41,52,131,6,12,38,18,64,131,0.515,0.0,0.61,9.9,2.8,2.8,0.1,2013
26,27,John Jenkins,"Nov 11, '12, ATL @ LAC",21,1,61,902,131,294,53,138,59,70,17,94,56,12,10,40,37,374,0.446,0.384,0.843,14.8,6.1,1.5,0.9,2013
27,28,Chris Johnson,"Jan 23, '13, MEM vs. LAL",22,1,8,102,11,25,6,18,1,2,5,11,2,4,0,3,5,29,0.44,0.333,0.5,12.8,3.6,1.4,0.3,2013
28,29,Orlando Johnson,"Nov 5, '12, IND @ SAS",23,1,51,619,72,180,36,94,23,32,20,110,47,11,9,29,51,203,0.4,0.383,0.719,12.1,4.0,2.2,0.9,2013
29,30,Darius Johnson-Odom,"Nov 9, '12, LAL vs. GSW",23,1,4,6,0,4,0,1,0,0,1,4,1,0,0,0,0,0,0.0,0.0,,1.5,0.0,1.0,0.3,2013
30,31,DeQuan Jones,"Nov 4, '12, ORL vs. PHO",22,1,63,803,95,218,9,35,34,51,17,105,16,19,22,30,55,233,0.436,0.257,0.667,12.7,3.7,1.7,0.3,2013
31,32,Kevin Jones,"Dec 7, '12, CLE @ MIN",23,1,32,334,43,107,0,0,9,15,38,78,10,9,5,8,25,95,0.402,,0.6,10.4,3.0,2.4,0.3,2013
32,33,Perry Jones,"Nov 2, '12, OKC vs. POR",21,1,38,280,39,99,0,2,10,15,12,62,10,5,6,15,23,88,0.394,0.0,0.667,7.4,2.3,1.6,0.3,2013
33,34,Terrence Jones,"Nov 10, '12, HOU vs. DET",21,1,19,276,43,94,5,19,13,17,28,65,15,12,19,13,21,104,0.457,0.263,0.765,14.5,5.5,3.4,0.8,2013
34,35,Kris Joseph,"Nov 2, '12, BOS vs. MIL",24,1,10,54,2,14,0,3,5,8,1,7,1,3,0,2,3,9,0.143,0.0,0.625,5.4,0.9,0.7,0.1,2013
35,36,Michael Kidd-Gilchrist,"Nov 2, '12, CHA vs. IND",19,1,78,2025,281,613,2,9,140,187,131,455,117,54,70,101,164,704,0.458,0.222,0.749,26.0,9.0,5.8,1.5,2013
36,37,Viacheslav Kravtsov,"Dec 21, '12, DET vs. WAS",25,1,25,224,33,46,0,0,11,37,24,45,9,5,9,14,32,77,0.717,,0.297,9.0,3.1,1.8,0.4,2013
37,38,Doron Lamb,"Nov 2, '12, MIL @ BOS",21,1,47,577,60,163,14,37,20,34,8,46,32,13,0,26,52,154,0.368,0.378,0.588,12.3,3.3,1.0,0.7,2013
38,39,Jeremy Lamb,"Nov 2, '12, OKC vs. POR",20,1,23,147,24,68,9,30,14,14,5,18,5,2,2,6,13,71,0.353,0.3,1.0,6.4,3.1,0.8,0.2,2013
39,40,Meyers Leonard,"Oct 31, '12, POR vs. LAL",20,1,69,1206,151,277,3,7,72,89,80,255,33,11,38,49,168,377,0.545,0.429,0.809,17.5,5.5,3.7,0.5,2013
40,41,Damian Lillard,"Oct 31, '12, POR vs. LAL",22,1,82,3167,553,1288,185,503,271,321,42,257,531,74,19,243,172,1562,0.429,0.368,0.844,38.6,19.0,3.1,6.5,2013
41,42,Scott Machado,"Nov 28, '12, HOU @ OKC",22,1,6,21,3,6,0,1,2,2,0,1,6,2,0,8,0,8,0.5,0.0,1.0,3.5,1.3,0.2,1.0,2013
42,43,Kendall Marshall,"Nov 4, '12, PHO @ ORL",21,1,48,702,56,151,23,73,8,14,4,42,143,22,4,57,48,143,0.371,0.315,0.571,14.6,3.0,0.9,3.0,2013
43,44,Fab Melo,"Feb 1, '13, BOS vs. ORL",22,1,6,36,3,6,0,0,1,4,0,3,0,2,2,1,7,7,0.5,,0.25,6.0,1.2,0.5,0.0,2013
44,45,Khris Middleton,"Nov 10, '12, DET @ HOU",21,1,27,475,62,141,14,45,27,32,4,50,28,15,4,11,53,165,0.44,0.311,0.844,17.6,6.1,1.9,1.0,2013
45,46,Darius Miller,"Oct 31, '12, NOH vs. SAS",22,1,52,694,44,108,22,56,8,8,8,78,44,17,12,23,89,118,0.407,0.393,1.0,13.3,2.3,1.5,0.8,2013
46,47,Quincy Miller,"Dec 16, '12, DEN @ SAC",20,1,7,26,4,12,0,1,1,2,1,2,3,1,0,1,3,9,0.333,0.0,0.5,3.7,1.3,0.3,0.4,2013
47,48,Donatas Motiejūnas,"Nov 10, '12, HOU vs. DET",22,1,44,538,97,213,24,83,32,51,36,93,31,7,10,37,73,250,0.455,0.289,0.627,12.2,5.7,2.1,0.7,2013
48,49,Arnett Moultrie,"Nov 5, '12, PHI vs. NYK",22,1,47,542,78,134,0,0,18,28,76,145,10,17,10,19,43,174,0.582,,0.643,11.5,3.7,3.1,0.2,2013
49,50,Kevin Murphy,"Oct 31, '12, UTA vs. DAL",22,1,17,52,7,28,1,5,0,0,0,4,2,1,0,3,4,15,0.25,0.2,,3.1,0.9,0.2,0.1,2013
50,51,Andrew Nicholson,"Nov 2, '12, ORL vs. DEN",23,1,75,1249,256,486,0,0,75,94,69,258,44,24,32,79,133,587,0.527,,0.798,16.7,7.8,3.4,0.6,2013
51,52,Kyle O'Quinn,"Nov 2, '12, ORL vs. DEN",22,1,57,638,101,197,0,1,30,45,65,209,52,11,26,37,107,232,0.513,0.0,0.667,11.2,4.1,3.7,0.9,2013
52,53,Tim Ohlbrecht,"Mar 3, '13, HOU vs. DAL",24,1,3,12,1,3,0,0,1,1,0,1,1,1,0,4,1,3,0.333,,1.0,4.0,1.0,0.3,0.3,2013
53,54,Miles Plumlee,"Nov 5, '12, IND @ SAS",24,1,14,55,5,21,0,0,3,4,12,22,2,0,3,3,5,13,0.238,,0.75,3.9,0.9,1.6,0.1,2013
54,55,Pablo Prigioni,"Nov 2, '12, NYK vs. MIA",35,1,78,1263,100,220,53,134,22,25,41,143,236,69,2,86,127,275,0.455,0.396,0.88,16.2,3.5,1.8,3.0,2013
55,56,Austin Rivers,"Oct 31, '12, NOH vs. SAS",20,1,61,1418,145,390,28,86,59,108,16,109,127,26,9,74,122,377,0.372,0.326,0.546,23.2,6.2,1.8,2.1,2013
56,57,Brian Roberts,"Oct 31, '12, NOH vs. SAS",27,1,78,1324,213,511,59,153,70,77,17,97,219,37,3,71,108,555,0.417,0.386,0.909,17.0,7.1,1.2,2.8,2013
57,58,Thomas Robinson,"Oct 31, '12, SAC @ CHI",21,1,70,1056,138,321,0,1,57,109,122,315,46,41,26,88,124,333,0.43,0.0,0.523,15.1,4.8,4.5,0.7,2013
58,59,Terrence Ross,"Oct 31, '12, TOR vs. IND",21,1,73,1239,186,457,65,196,30,42,35,144,53,43,14,48,122,467,0.407,0.332,0.714,17.0,6.4,2.0,0.7,2013
59,60,Robert Sacre,"Oct 31, '12, LAL @ POR",23,1,32,203,18,48,0,0,7,11,9,34,6,0,10,10,38,43,0.375,,0.636,6.3,1.3,1.1,0.2,2013
60,61,Mike Scott,"Nov 11, '12, ATL @ LAC",24,1,40,376,70,147,0,1,43,56,39,110,12,4,2,21,32,183,0.476,0.0,0.768,9.4,4.6,2.8,0.3,2013
61,62,Tornike Shengelia,"Nov 7, '12, BRK @ MIA",21,1,19,93,10,23,1,2,9,16,9,23,3,3,1,11,11,30,0.435,0.5,0.563,4.9,1.6,1.2,0.2,2013
62,63,Alexey Shved,"Nov 2, '12, MIN vs. SAC",24,1,77,1840,236,635,85,288,108,150,41,175,286,54,27,147,117,665,0.372,0.295,0.72,23.9,8.6,2.3,3.7,2013
63,64,Henry Sims,"Mar 4, '13, NOH vs. ORL",22,1,2,5,2,3,0,0,0,0,2,2,0,0,0,1,1,4,0.667,,,2.5,2.0,1.0,0.0,2013
64,65,Kyle Singler,"Oct 31, '12, DET vs. HOU",24,1,82,2293,275,642,70,200,100,124,109,330,77,57,37,98,217,720,0.428,0.35,0.806,28.0,8.8,4.0,0.9,2013
65,66,Jared Sullinger,"Oct 30, '12, BOS @ MIA",20,1,45,892,111,225,1,5,47,63,92,264,35,22,22,29,154,270,0.493,0.2,0.746,19.8,6.0,5.9,0.8,2013
66,67,Jeff Taylor,"Nov 3, '12, CHA @ DAL",23,1,77,1507,172,399,53,154,75,103,51,150,63,47,15,48,136,472,0.431,0.344,0.728,19.6,6.1,1.9,0.8,2013
67,68,Tyshawn Taylor,"Nov 5, '12, BRK vs. MIN",22,1,38,221,32,87,6,13,15,27,2,18,21,13,0,25,25,85,0.368,0.462,0.556,5.8,2.2,0.5,0.6,2013
68,69,Marquis Teague,"Nov 2, '12, CHI @ CLE",19,1,48,392,43,113,4,23,9,16,3,44,63,9,7,35,47,99,0.381,0.174,0.563,8.2,2.1,0.9,1.3,2013
69,70,Mirza Teletović,"Nov 5, '12, BRK vs. MIN",27,1,53,499,71,185,37,108,9,11,33,95,23,13,8,20,53,188,0.384,0.343,0.818,9.4,3.5,1.8,0.4,2013
70,71,Jonas Valančiūnas,"Oct 31, '12, TOR vs. IND",20,1,62,1482,204,366,0,0,146,185,121,372,45,17,78,94,188,554,0.557,,0.789,23.9,8.9,6.0,0.7,2013
71,72,Jarvis Varnado,"Dec 25, '12, BOS @ BRK",24,1,13,58,3,7,0,0,2,4,2,9,3,1,2,6,10,8,0.429,,0.5,4.5,0.6,0.7,0.2,2013
72,73,Dion Waiters,"Oct 30, '12, CLE vs. WAS",21,1,61,1756,336,815,63,203,159,213,22,149,183,59,16,121,113,894,0.412,0.31,0.746,28.8,14.7,2.4,3.0,2013
73,74,Maalik Wayns,"Oct 31, '12, PHI vs. DEN",21,1,27,202,26,88,7,31,17,19,1,7,27,6,0,15,26,76,0.295,0.226,0.895,7.5,2.8,0.3,1.0,2013
74,75,Chris Wright,"Mar 15, '13, DAL vs. CLE",23,1,3,4,1,2,0,0,0,0,0,0,0,0,0,1,0,2,0.5,,,1.3,0.7,0.0,0.0,2013
75,76,Tony Wroten,"Nov 7, '12, MEM @ MIL",19,1,35,272,33,86,4,16,21,29,13,28,43,8,4,29,34,91,0.384,0.25,0.724,7.8,2.6,0.8,1.2,2013
76,77,Luke Zeller,"Nov 4, '12, PHO @ ORL",25,1,16,58,9,26,1,5,0,0,1,10,3,0,0,0,5,19,0.346,0.2,,3.6,1.2,0.6,0.2,2013
77,78,Tyler Zeller,"Oct 30, '12, CLE vs. WAS",23,1,77,2033,245,559,0,4,120,157,159,438,96,35,70,95,251,610,0.438,0.0,0.764,26.4,7.9,5.7,1.2,2013
0,1,Steven Adams,"Oct 30, '13, OKC @ UTA",20,1,81,1197,93,185,0,0,79,136,142,332,43,40,57,71,203,265,0.503,,0.581,14.8,3.3,4.1,0.5,2014
1,2,Giannis Antetokounmpo,"Oct 30, '13, MIL @ NYK",19,1,77,1897,173,418,41,118,138,202,78,339,150,60,61,122,173,525,0.414,0.347,0.683,24.6,6.8,4.4,1.9,2014
2,3,Pero Antić,"Oct 30, '13, ATL @ DAL",31,1,50,925,123,294,56,171,50,66,57,209,58,19,12,55,126,352,0.418,0.327,0.758,18.5,7.0,4.2,1.2,2014
3,4,Chris Babb,"Mar 1, '14, BOS vs. IND",23,1,14,132,8,30,6,27,0,0,4,17,3,6,0,3,13,22,0.267,0.222,,9.4,1.6,1.2,0.2,2014
4,5,Anthony Bennett,"Oct 30, '13, CLE vs. BRK",20,1,52,663,80,225,13,53,44,69,49,155,17,21,8,47,93,217,0.356,0.245,0.638,12.8,4.2,3.0,0.3,2014
5,6,Vander Blue,"Jan 22, '14, BOS @ WAS",21,1,3,15,2,4,0,1,1,5,0,3,1,0,0,2,1,5,0.5,0.0,0.2,5.0,1.7,1.0,0.3,2014
6,7,Lorenzo Brown,"Nov 20, '13, PHI vs. TOR",23,1,26,224,26,86,3,30,9,13,8,28,41,13,3,16,19,64,0.302,0.1,0.692,8.6,2.5,1.1,1.6,2014
7,8,Reggie Bullock,"Oct 29, '13, LAC @ LAL",22,1,43,395,43,121,22,73,7,9,11,54,12,9,1,13,26,115,0.355,0.301,0.778,9.2,2.7,1.3,0.3,2014
8,9,Trey Burke,"Nov 20, '13, UTA @ NOP",21,1,70,2262,341,897,111,336,102,113,37,208,396,42,6,131,145,895,0.38,0.33,0.903,32.3,12.8,3.0,5.7,2014
9,10,Dwight Buycks,"Nov 1, '13, TOR @ ATL",24,1,14,146,15,48,5,17,8,9,4,23,10,8,0,10,11,43,0.313,0.294,0.889,10.4,3.1,1.6,0.7,2014
10,11,Nick Calathes,"Oct 30, '13, MEM @ SAS",24,1,71,1173,142,311,19,61,44,72,23,137,207,66,8,101,117,347,0.457,0.311,0.611,16.5,4.9,1.9,2.9,2014
11,12,Kentavious Caldwell-Pope,"Oct 30, '13, DET vs. WAS",20,1,80,1583,182,460,59,185,47,61,38,156,55,75,12,28,145,470,0.396,0.319,0.77,19.8,5.9,2.0,0.7,2014
12,13,Isaiah Canaan,"Dec 25, '13, HOU @ SAS",22,1,22,252,31,87,18,55,21,29,7,24,22,8,4,21,25,101,0.356,0.327,0.724,11.5,4.6,1.1,1.0,2014
13,14,Michael Carter-Williams,"Oct 30, '13, PHI vs. MIA",22,1,70,2414,427,1054,55,208,258,367,101,437,441,130,43,247,213,1167,0.405,0.264,0.703,34.5,16.7,6.2,6.3,2014
14,15,Dionte Christmas,"Nov 1, '13, PHO vs. UTA",27,1,31,198,22,62,9,31,18,24,13,38,8,2,3,6,19,71,0.355,0.29,0.75,6.4,2.3,1.2,0.3,2014
15,16,Ian Clark,"Nov 1, '13, UTA @ PHO",22,1,23,172,26,67,11,31,5,7,3,19,15,8,2,14,24,68,0.388,0.355,0.714,7.5,3.0,0.8,0.7,2014
16,17,Robert Covington,"Jan 18, '14, HOU vs. MIL",23,1,7,34,6,14,4,11,0,0,2,5,0,2,0,1,3,16,0.429,0.364,,4.9,2.3,0.7,0.0,2014
17,18,Allen Crabbe,"Nov 1, '13, POR @ DEN",21,1,15,100,12,33,6,14,3,4,1,9,6,2,1,3,10,33,0.364,0.429,0.75,6.7,2.2,0.6,0.4,2014
18,19,Seth Curry,"Jan 5, '14, MEM @ DET",23,1,2,13,1,3,1,1,0,0,0,1,0,2,0,0,0,3,0.333,1.0,,6.5,1.5,0.5,0.0,2014
19,20,Troy Daniels,"Mar 5, '14, HOU @ ORL",22,1,5,75,15,31,12,25,0,0,0,4,5,0,0,3,6,42,0.484,0.48,,15.0,8.4,0.8,1.0,2014
20,21,Gigi Datome,"Oct 30, '13, DET vs. WAS",26,1,34,238,34,97,7,39,8,10,14,46,11,6,1,11,20,83,0.351,0.179,0.8,7.0,2.4,1.4,0.3,2014
21,22,Brandon Davies,"Nov 2, '13, PHI vs. CHI",22,1,51,575,54,128,2,10,34,53,38,109,28,24,8,35,92,144,0.422,0.2,0.642,11.3,2.8,2.1,0.5,2014
22,23,Dewayne Dedmon,"Nov 18, '13, GSW @ UTA",24,1,31,390,38,83,0,0,21,32,38,127,5,7,22,18,66,97,0.458,,0.656,12.6,3.1,4.1,0.2,2014
23,24,Matthew Dellavedova,"Nov 2, '13, CLE @ IND",23,1,72,1271,122,296,57,155,38,48,29,123,187,33,5,60,121,339,0.412,0.368,0.792,17.7,4.7,1.7,2.6,2014
24,25,Gorgui Dieng,"Nov 1, '13, MIN vs. OKC",24,1,60,818,113,227,1,1,59,93,103,300,39,30,50,54,108,286,0.498,1.0,0.634,13.6,4.8,5.0,0.7,2014
25,26,Shane Edwards,"Mar 16, '14, CLE @ LAC",26,1,2,12,1,3,0,0,0,0,1,2,0,0,0,1,1,2,0.333,,,6.0,1.0,1.0,0.0,2014
